Metric,Threshold,kyiv,brisbane,sherbrooke
Metric H,I,0.15309914878311953,0.13564903335457829,0.14081868767561015
Metric H,N,0.5448883161512027,0.45918552036199095,0.9453860640301318
Metric J,I,0.15398528879778126,0.13533993958984686,0.13985324717993647
Metric J,N,0.5612831858407079,0.48085670962850646,1.0
Metric T,I,0.0007677543186180423,0.0007677543186180423,0.0007677543186180423
Metric T,N,0.009422850412249705,0.003205128205128205,1.0
Metric F,I,0.0007677543186180423,0.0007677543186180423,0.0007677543186180423
Metric F,N,1.0,1.0,1.0
Metric E,I,0.4113562933938269,0.3694962568202005,0.37367934495509775
Metric E,N,0.34871026436904634,0.35970235515098975,0.3263123431190658
