Name,Input,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_0,0.03855923892640045,0.04099673404862956,0.038546670498563286,0.04097505983318953,2.5543803183758484e-16,0.004833385053622621,1.0000000000000222,0.875372546458843,0.018554687500000003,0.0019531249999999957
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_0,0.04471197558505972,0.1349578555128791,0.04215859898035167,0.1254827180169794,2.3750557672060286e-16,0.036064328659188905,1.000000000000023,0.8603803610037938,0.019098590145968382,0.011286090145968382
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_1,0.038253923945537484,0.04131916944191397,0.03823814428839878,0.0413043749138193,2.5326962749261384e-16,0.004819966872804841,1.0000000000000222,0.8867532342401663,0.0014648437500000095,0.0073242187499999905
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_1,0.05096789144489945,0.09717496911469156,0.04896509256686757,0.09552399471278432,3.414288166428414e-16,0.027700298801849016,1.0000000000000226,0.8586765582082451,0.018867133336138247,0.025703070836138247
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_2,0.042486596384946396,0.03943685885816735,0.04244675388578256,0.03942034761592995,2.198762005800603e-16,0.004819966872804892,1.0000000000000258,0.8755072489000366,0.007812499999999998,0.010742187499999998
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_2,0.03649747192978394,0.14696574586109598,0.03511029865640397,0.14052161567289936,2.4028381831781736e-16,0.03888176538785664,1.0000000000000253,0.8639592409575478,0.0012259456371621485,0.04906702311283785
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_3,0.04520078547748146,0.037968571156224075,0.04517372950435893,0.03795581782608283,2.3418766925686896e-16,0.004833385053623053,1.0000000000000258,0.8824013972656386,0.017089843749999997,0.015136718750000003
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_3,0.03851541815344744,0.09226960539331651,0.03723486032296403,0.09102087963262313,2.6119107961533605e-16,0.03262494192961943,1.0000000000000226,0.8651595452299033,0.014986336856625503,0.0018027431066255017
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_4,0.03919770134647648,0.03765311359981112,0.03918533957782698,0.03763983250875741,2.224782857940255e-16,0.0048333850536226765,1.0000000000000249,0.8738858858191917,0.020507812499999993,0.007812500000000007
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_4,0.03931152575306859,0.16012335372727884,0.03644684985359207,0.14381276149571398,1.694100834617675e-16,0.02706388251957541,1.000000000000023,0.8808008065691286,0.03532422411217454,0.03337109911217454
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_5,0.04213013151037033,0.04323209895085364,0.04210921301067165,0.0432096483858218,2.3418766925686896e-16,0.004833385053622798,1.0000000000000249,0.882409398393967,0.021972656250000007,0.006347656250000007
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_5,0.04155120453650059,0.10818224763903338,0.04072262900526723,0.10389767353565377,3.078488307236551e-16,0.02252418108164741,1.0000000000000222,0.8763393137418848,0.011406060009455873,0.014824028759455873
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_6,0.04474724535715056,0.035913383776003324,0.044729433744810206,0.03590169621973119,2.6064220226551527e-16,0.004833385053622774,1.0000000000000253,0.8809262914530962,0.021972656250000007,0.005371093749999994
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_6,0.03800921791682935,0.10771100987881634,0.036702088419494766,0.10581817275738706,2.823741030767452e-16,0.03365144874609212,1.0000000000000226,0.8724674371595686,0.01763594549328025,0.04632889825671975
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_7,0.03953458101847912,0.04330677310272371,0.03952193119986939,0.04328373399096624,2.3288662664988635e-16,0.00483338505362286,1.000000000000024,0.887428512582609,0.008789062500000002,0.01708984375
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_7,0.04400538105761023,0.12432009552115296,0.0418295160398068,0.12103366522203057,2.474284882883482e-16,0.03045410347467635,1.0000000000000226,0.8749826326477372,0.02908470652063061,0.04708716847936939
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_8,0.036438063380663736,0.04054865212734244,0.03642691828657554,0.04053156594353167,3.3610267347050637e-16,0.00483338505362298,1.0000000000000244,0.8733565429201677,0.009277343749999991,0.013671875000000009
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_8,0.03801664511029087,0.14675524477883475,0.036928577725349784,0.13990959335036854,3.49128346133383e-16,0.03449694247128678,1.0000000000000222,0.8757292649992824,0.02059824979408918,0.005768937705910821
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,PureState_9,0.04143990836429385,0.03699664707942304,0.04141674870185414,0.036982904437706854,2.8579569266717897e-16,0.0048199668728049015,1.0000000000000235,0.8843748514198067,0.010253906250000003,0.015136718750000003
qft_7_Mutant_Add_ch_P10_Q6_[].qasm,Quratest_9,0.04495717967047639,0.14315117098782648,0.04314349726531102,0.13435338851088863,4.263010944412487e-16,0.03204872494284972,1.0000000000000222,0.8529522195893046,0.0027090071899281976,0.018822288439928198
